DATE,WIND,IND,RAIN,IND.1,T.MAX,IND.2,T.MIN,T.MIN.G
10/12/1961,2,0,0,0,15.5,0,2,-1.5
10/13/1961,3,0,0,0,17.8,0,5.7,2.6
10/14/1961,1,0,0,0,15.6,0,8.8,0
10/15/1961,3,0,0,0,13.8,0,2.5,2.3
10/16/1961,4,0,2.2,0,12.2,0,6.5,4.1
10/17/1961,5,0,0,0,12.6,0,8.8,7.3
10/18/1961,5,0,0,0,12.3,0,6,4.5
10/19/1961,4,0,1.1,0,9.6,0,5.7,3.5
10/20/1961,4,0,0,0,10.7,0,2.5,-0.2
10/21/1961,3,0,0.3,0,13.7,0,5,3.8
10/22/1961,4,0,16.7,0,12.6,0,8.4,4.8
10/23/1961,4,0,6.6,0,14.5,0,6,4.8
10/24/1961,4,0,5.6,0,11.5,0,8.2,6.6
10/25/1961,5,0,0.2,0,11.1,0,3.2,1.7
10/26/1961,3,0,0,0,13.3,0,7.4,5.2
10/27/1961,3,0,1.6,0,11.6,0,4.5,-0.4
10/28/1961,3,0,0,0,11.7,0,3.7,1
10/29/1961,3,0,0,0,10.4,0,1.5,-3.6
10/30/1961,4,0,0,0,12.5,0,5,-1.1
10/31/1961,4,0,0.5,0,15.4,0,8.3,8.4
11/1/1961,4,0,0.3,0,15.4,0,7.7,3.1
11/2/1961,4,0,0.5,0,11.7,0,8,5.4
11/3/1961,3,0,0,0,8.2,0,2.2,-1.2
11/4/1961,3,0,0,0,10.6,0,1.3,-2.4
11/5/1961,3,0,0.4,0,13,2,3,
11/6/1961,3,0,0,2,11.3,0,6.6,4.1
11/7/1961,3,0,4.1,0,13.2,0,6.6,5.6
11/8/1961,2,0,0,0,10,0,2.3,-1.6
11/9/1961,3,0,0,0,9.5,1,-1,-6.3
11/10/1961,3,0,0.3,0,6.1,1,-1.6,-6.6
11/11/1961,4,0,0,0,8.6,1,-1.6,-5.5
11/12/1961,4,0,0,0,10.5,0,0.8,-4.4
11/13/1961,5,0,0,0,10.5,0,3.2,1.1
11/14/1961,4,0,0,0,9.4,0,8,5.4
11/15/1961,2,0,0,0,8.7,0,6.7,5.8
11/16/1961,1,0,0.5,0,8.3,0,6.1,5
11/17/1961,1,0,0.4,0,9.6,0,6,5.5
11/18/1961,3,0,0,0,9.6,0,6.1,6.3
11/19/1961,3,0,0,0,9.4,0,8.4,7.2
11/20/1961,4,0,0,0,9.5,0,8.4,7.2
11/21/1961,3,0,17.8,0,10.2,0,1.1,-2.7
11/22/1961,3,0,0.7,0,12.3,0,1.6,
11/23/1961,4,0,0,0,8.7,0,2.4,-0.5
11/24/1961,4,0,0.9,0,10,0,3.3,
11/25/1961,3,0,0,0,7.7,0,2.8,-0.2
11/26/1961,2,0,8.6,0,8.1,1,-0.4,-5.4
11/27/1961,2,0,1.2,0,6.8,2,0,
11/28/1961,4,0,0.9,0,8.3,0,1.7,-1.7
11/29/1961,4,0,12.5,0,12.6,0,3.5,4.2
11/30/1961,4,0,5.8,0,13.1,0,6.6,6.7
12/1/1961,3,0,0,0,5.5,0,4.6,3.3
12/2/1961,4,0,3,0,7.2,0,0.3,-2.6
12/3/1961,3,0,3.2,0,7.4,1,-3.2,-7.8
12/4/1961,4,0,8.4,0,13.1,1,-2.2,
12/5/1961,4,0,0.1,2,5,0,0.7,-1.4
12/6/1961,4,0,0,0,3.3,1,-0.4,-3.1
12/7/1961,3,0,4.5,0,5.5,1,-5.4,-10.4
12/8/1961,5,0,4.2,0,11.5,1,-5,
12/9/1961,3,0,3.4,0,13.3,0,5.1,0.1
12/10/1961,5,0,4.6,0,14,0,5.1,0.4
12/11/1961,6,0,0.4,0,11.8,0,9.5,8.3
12/12/1961,4,0,3.3,0,13.4,0,9.1,7.5
12/13/1961,4,0,0.2,2,13.5,0,7.8,2.5
12/14/1961,3,0,0.1,0,12.7,1,-1.1,-5.5
12/15/1961,3,0,0,0,13.2,1,-0.5,
12/16/1961,2,0,0,0,11.2,0,7.8,3.3
12/17/1961,3,0,0,0,9,0,4.8,1.6
12/18/1961,2,0,0,0,4.4,1,-2.7,-8.3
12/19/1961,1,0,0,0,2.1,1,-5,-8.5
12/20/1961,1,0,0,0,6.1,1,-5.5,-9
12/21/1961,2,0,0,0,6.2,1,-5,-6.7
12/22/1961,4,0,0,0,6.8,1,-1.6,
12/23/1961,5,0,0,2,5,0,3.8,3.4
12/24/1961,3,0,0,0,2.6,1,-0.5,-5.1
12/25/1961,3,0,0,2,5,1,-2.7,-10.7
12/26/1961,4,0,0,0,5,0,0.7,-0.5
12/27/1961,1,0,0,0,3.3,1,-3.2,-9.4
12/28/1961,3,0,0,0,3.8,1,-5.2,-10
12/29/1961,4,0,0,2,3,1,-5,-8.6
12/30/1961,4,0,0,0,1.7,0,0.1,0
12/31/1961,3,0,1.3,0,1.5,1,-11,-13.4
1/1/1962,3,0,0,0,1.2,1,-10.7,
1/2/1962,3,0,0,1,-0.1,1,-7.8,-10.5
1/3/1962,2,0,0,0,1.8,1,-8.1,-8.8
1/4/1962,2,0,0,0,6,1,-3.8,
1/5/1962,4,0,1.8,0,9.1,1,-2.3,-7.1
1/6/1962,3,0,2.1,0,11.6,0,4.6,2.4
1/7/1962,4,0,0,0,8.8,0,4.5,0.6
1/8/1962,4,0,6.8,0,10.8,0,6.2,3.3
1/9/1962,4,0,0,0,6.2,0,3.1,0.5
1/10/1962,4,0,4.2,0,12.5,0,1.7,-1.1
1/11/1962,6,0,0.7,0,7.6,0,2.4,0
1/12/1962,5,0,0.1,0,7.6,0,3.2,0.7
1/13/1962,5,0,0,0,5.5,0,0,-1.2
1/14/1962,4,0,0.1,0,8.6,0,0.5,-2.6
1/15/1962,5,0,7.8,0,11.5,0,0.8,-0.3
1/16/1962,5,0,2.7,0,8.1,0,2.6,-0.5
1/17/1962,5,0,1,0,8.6,0,2.8,3.8
1/18/1962,4,0,0,0,8.3,0,1.1,-2.7
1/19/1962,4,0,1.1,0,9.8,0,2.2,1.6
1/20/1962,3,0,1.1,0,11.1,0,4.2,1.8
1/21/1962,4,0,2.4,0,8.8,0,5.5,3.8
1/22/1962,5,0,0,0,6.2,0,1.8,-0.5
1/23/1962,4,0,2.6,0,11.2,0,2.3,-0.4
1/24/1962,4,0,1,0,11.7,0,3.3,1.1
1/25/1962,5,0,0,0,11.3,0,7.2,5.4
1/26/1962,3,0,0.9,0,8.7,0,7,4.7
1/27/1962,2,0,0,0,7.7,0,4.6,1.8
1/28/1962,1,0,0,0,8.2,0,5.6,5
1/29/1962,1,0,0,0,10.2,0,5.5,4.5
1/30/1962,4,0,0.3,0,11.1,0,1.1,-2.7
1/31/1962,5,0,2,0,12.2,0,6.1,
2/1/1962,4,0,0.3,0,7.4,0,1.6,-0.5
2/2/1962,4,0,0.8,0,10,0,2.1,1.1
2/3/1962,4,0,0,0,10.7,0,3.6,-1.7
2/4/1962,5,0,4,0,10.2,0,3.8,1.1
2/5/1962,4,0,0,0,10.7,0,3.3,0.4
2/6/1962,5,0,2.6,0,11.6,0,3.8,1.8
2/7/1962,6,0,1.1,0,8.5,0,5.5,3.8
2/8/1962,3,0,0.1,2,10,0,1.7,-1.4
2/9/1962,4,0,0,0,11.2,2,1.7,
2/10/1962,4,0,1.1,0,10.5,0,6.8,6
2/11/1962,6,0,0.4,0,12.4,0,1.7,-2.2
2/12/1962,6,0,0.7,2,12.5,0,4.4,
2/13/1962,4,0,2.7,0,6.1,0,2,-0.1
2/14/1962,3,0,0,0,6.8,1,-1.1,-4
2/15/1962,5,0,2.9,0,10.7,0,0.1,-5
2/16/1962,6,0,0,0,8.8,0,6.3,5.5
2/17/1962,4,0,0,0,10.5,0,3.1,2.4
2/18/1962,3,0,0,0,9.8,0,3.8,-0.8
2/19/1962,3,0,0,0,10.8,0,6.2,2.2
2/20/1962,1,0,0,0,10.6,0,4.8,2.7
2/21/1962,3,0,0,0,9.5,0,6.1,5.4
2/22/1962,4,0,0,0,6.6,0,2.7,-2.3
2/23/1962,5,0,0,0,4,0,3.2,-0.5
2/24/1962,5,0,0,0,5.7,0,2.2,1.1
2/25/1962,5,0,0.4,0,4.6,0,2.3,1.7
2/26/1962,6,0,5.4,0,2.7,1,-1,-1.5
2/27/1962,6,0,0,0,3.5,1,-1,-0.8
2/28/1962,4,0,5.5,0,3.6,1,-0.5,-1.1
3/1/1962,3,0,1.1,0,3.5,0,0,-0.1
3/2/1962,3,0,0.5,0,5.5,0,0.1,-1.6
3/3/1962,2,0,5,0,1,1,-6,-5.4
3/4/1962,2,0,0,0,3.3,1,-7.4,-8.8
3/5/1962,2,0,0,0,6.1,1,-6.2,-12
3/6/1962,3,0,0,0,6.1,1,-6.6,-12
3/7/1962,6,0,2.7,0,5.5,1,-1.2,-4.7
3/8/1962,5,0,13.9,0,6.2,0,1.2,0.3
3/9/1962,3,0,6,0,9.2,0,2.7,1.6
3/10/1962,1,0,7.7,0,8.3,0,5.8,6.6
3/11/1962,3,0,2.7,2,5.5,0,4.5,4.5
3/12/1962,3,0,0,0,6.1,0,3.1,1.1
3/13/1962,2,0,0,0,5.7,1,-2.7,-7.2
3/14/1962,2,0,0,0,5.4,1,-3.8,-10
3/15/1962,4,0,3,0,5.6,0,0.2,-3.2
3/16/1962,4,0,0,0,6.1,0,1.7,1.8
3/17/1962,3,0,0,0,7.2,0,3.5,2.3
3/18/1962,2,0,0,0,11.6,1,-4.2,-9.2
3/19/1962,3,0,0,0,6.7,1,-0.5,-6.3
3/20/1962,3,0,0,0,9.4,1,-1.6,-6.4
3/21/1962,2,0,0,0,6.5,0,2.2,-2.3
3/22/1962,2,0,0.5,0,9.3,1,-1.5,-6.6
3/23/1962,3,0,0,0,6.8,0,2.5,-0.5
3/24/1962,1,0,0.2,0,6.8,0,2.6,0
3/25/1962,5,0,2.3,0,10.2,0,2.7,1.5
3/26/1962,4,0,0.3,0,12.6,0,2.8,1.7
3/27/1962,3,0,0.2,0,11.1,0,1.6,-2.2
3/28/1962,4,0,4.4,0,10.1,1,-2.1,-7.7
3/29/1962,3,0,1.2,0,13.6,0,3.2,2.2
3/30/1962,4,0,0.3,0,9.3,0,0.8,-3.8
3/31/1962,4,0,0.4,0,9.2,1,-0.1,-4.3
4/1/1962,5,0,2.7,0,8.6,0,1.4,-2
4/2/1962,5,0,5.2,0,9.8,0,2.4,-0.1
4/3/1962,3,0,4,0,12.1,0,3.4,0
4/4/1962,4,0,3.8,0,10.2,0,1.7,-1.1
4/5/1962,5,0,1.7,0,9.3,0,4.4,3
4/6/1962,4,0,1.1,0,10.8,0,1.1,-1.1
4/7/1962,5,0,1.5,0,13.1,0,5.4,5.5
4/8/1962,5,0,6.1,0,10.5,0,2.2,0.3
4/9/1962,4,0,3.8,0,9.4,0,3,1.3
4/10/1962,4,0,1.8,0,11.1,0,4.5,4.3
4/11/1962,4,0,0.1,0,12.3,0,6.6,5.6
4/12/1962,1,0,0,0,10.5,0,5,3.4
4/13/1962,2,0,0,0,10.6,1,-1.1,-5.2
4/14/1962,3,0,0,0,8.2,0,1.7,-3.7
